	filter	window	alpha	lag	alphaLP	alphaHP	no mismatchess	Key Lenght	Key Sattus	Key bit Mismatches	Key bit Matches	key bit mismatches %	Seq bit Mismatches	Seq bit Matches	Seq bit mismatches %
160	lowpass lagged	    -    	0.5	40	    -    	    -    	5	183	False	5	178	0.0273	6579	33341	0.1648
161	lowpass lagged	    -    	0.5	50	    -    	    -    	2	195	False	2	193	0.0103	6596	33304	0.1653
162	lowpass lagged	    -    	0.5	60	    -    	    -    	2	190	False	2	188	0.0105	6377	33503	0.1599
163	lowpass lagged	    -    	0.5	70	    -    	    -    	4	192	False	4	188	0.0208	6407	33453	0.1607
164	lowpass lagged	    -    	0.5	80	    -    	    -    	2	201	False	2	199	0.01	6396	33444	0.1605
165	lowpass lagged	    -    	0.5	90	    -    	    -    	4	198	False	4	194	0.0202	6529	33291	0.164
166	lowpass lagged	    -    	0.5	100	    -    	    -    	1	193	False	1	192	0.0052	6455	33345	0.1622
167	lowpass lagged	    -    	0.5	200	    -    	    -    	1	211	False	1	210	0.0047	6427	33173	0.1623
168	lowpass lagged	    -    	0.5	300	    -    	    -    	1	222	False	1	221	0.0045	6269	33131	0.1591
169	lowpass lagged	    -    	0.6000000000000001	1	    -    	    -    	1	199	False	1	198	0.005	6958	33040	0.174
170	lowpass lagged	    -    	0.6000000000000001	2	    -    	    -    	3	186	False	3	183	0.0161	7133	32863	0.1783
171	lowpass lagged	    -    	0.6000000000000001	3	    -    	    -    	3	190	False	3	187	0.0158	7028	32966	0.1757
172	lowpass lagged	    -    	0.6000000000000001	4	    -    	    -    	6	194	False	6	188	0.0309	6973	33019	0.1744
173	lowpass lagged	    -    	0.6000000000000001	5	    -    	    -    	5	192	False	5	187	0.026	7182	32808	0.1796
174	lowpass lagged	    -    	0.6000000000000001	6	    -    	    -    	4	188	False	4	184	0.0213	7199	32789	0.18
175	lowpass lagged	    -    	0.6000000000000001	7	    -    	    -    	6	187	False	6	181	0.0321	7108	32878	0.1778
176	lowpass lagged	    -    	0.6000000000000001	8	    -    	    -    	10	196	False	10	186	0.051	7041	32943	0.1761
177	lowpass lagged	    -    	0.6000000000000001	9	    -    	    -    	4	181	False	4	177	0.0221	7024	32958	0.1757
178	lowpass lagged	    -    	0.6000000000000001	10	    -    	    -    	4	182	False	4	178	0.022	7119	32861	0.1781
179	lowpass lagged	    -    	0.6000000000000001	15	    -    	    -    	4	189	False	4	185	0.0212	6999	32971	0.1751
180	lowpass lagged	    -    	0.6000000000000001	20	    -    	    -    	1	179	False	1	178	0.0056	7020	32940	0.1757
181	lowpass lagged	    -    	0.6000000000000001	25	    -    	    -    	6	186	False	6	180	0.0323	7080	32870	0.1772
182	lowpass lagged	    -    	0.6000000000000001	30	    -    	    -    	6	182	False	6	176	0.033	6886	33054	0.1724
183	lowpass lagged	    -    	0.6000000000000001	40	    -    	    -    	6	186	False	6	180	0.0323	7061	32859	0.1769
184	lowpass lagged	    -    	0.6000000000000001	50	    -    	    -    	1	191	False	1	190	0.0052	6931	32969	0.1737
185	lowpass lagged	    -    	0.6000000000000001	60	    -    	    -    	3	196	False	3	193	0.0153	6816	33064	0.1709
186	lowpass lagged	    -    	0.6000000000000001	70	    -    	    -    	2	189	False	2	187	0.0106	6935	32925	0.174
187	lowpass lagged	    -    	0.6000000000000001	80	    -    	    -    	5	190	False	5	185	0.0263	6848	32992	0.1719
188	lowpass lagged	    -    	0.6000000000000001	90	    -    	    -    	5	192	False	5	187	0.026	6982	32838	0.1753
189	lowpass lagged	    -    	0.6000000000000001	100	    -    	    -    	1	186	False	1	185	0.0054	6882	32918	0.1729
190	lowpass lagged	    -    	0.6000000000000001	200	    -    	    -    	1	203	False	1	202	0.0049	6876	32724	0.1736
191	lowpass lagged	    -    	0.6000000000000001	300	    -    	    -    	1	208	False	1	207	0.0048	6568	32832	0.1667
192	lowpass lagged	    -    	0.7000000000000001	1	    -    	    -    	2	196	False	2	194	0.0102	7439	32559	0.186
193	lowpass lagged	    -    	0.7000000000000001	2	    -    	    -    	4	188	False	4	184	0.0213	7517	32479	0.1879
194	lowpass lagged	    -    	0.7000000000000001	3	    -    	    -    	5	198	False	5	193	0.0253	7564	32430	0.1891
195	lowpass lagged	    -    	0.7000000000000001	4	    -    	    -    	6	179	False	6	173	0.0335	7555	32437	0.1889
196	lowpass lagged	    -    	0.7000000000000001	5	    -    	    -    	5	193	False	5	188	0.0259	7646	32344	0.1912
197	lowpass lagged	    -    	0.7000000000000001	6	    -    	    -    	6	181	False	6	175	0.0331	7698	32290	0.1925
198	lowpass lagged	    -    	0.7000000000000001	7	    -    	    -    	5	176	False	5	171	0.0284	7677	32309	0.192
199	lowpass lagged	    -    	0.7000000000000001	8	    -    	    -    	12	194	False	12	182	0.0619	7608	32376	0.1903
200	lowpass lagged	    -    	0.7000000000000001	9	    -    	    -    	7	180	False	7	173	0.0389	7536	32446	0.1885
201	lowpass lagged	    -    	0.7000000000000001	10	    -    	    -    	5	182	False	5	177	0.0275	7685	32295	0.1922
202	lowpass lagged	    -    	0.7000000000000001	15	    -    	    -    	3	188	False	3	185	0.016	7585	32385	0.1898
203	lowpass lagged	    -    	0.7000000000000001	20	    -    	    -    	2	180	False	2	178	0.0111	7586	32374	0.1898
204	lowpass lagged	    -    	0.7000000000000001	25	    -    	    -    	7	185	False	7	178	0.0378	7742	32208	0.1938
205	lowpass lagged	    -    	0.7000000000000001	30	    -    	    -    	4	186	False	4	182	0.0215	7606	32334	0.1904
206	lowpass lagged	    -    	0.7000000000000001	40	    -    	    -    	5	192	False	5	187	0.026	7590	32330	0.1901
207	lowpass lagged	    -    	0.7000000000000001	50	    -    	    -    	1	186	False	1	185	0.0054	7477	32423	0.1874
208	lowpass lagged	    -    	0.7000000000000001	60	    -    	    -    	3	195	False	3	192	0.0154	7398	32482	0.1855
209	lowpass lagged	    -    	0.7000000000000001	70	    -    	    -    	2	181	False	2	179	0.011	7452	32408	0.187
210	lowpass lagged	    -    	0.7000000000000001	80	    -    	    -    	4	194	False	4	190	0.0206	7368	32472	0.1849
211	lowpass lagged	    -    	0.7000000000000001	90	    -    	    -    	5	193	False	5	188	0.0259	7624	32196	0.1915
212	lowpass lagged	    -    	0.7000000000000001	100	    -    	    -    	3	175	False	3	172	0.0171	7453	32347	0.1873
213	lowpass lagged	    -    	0.7000000000000001	200	    -    	    -    	2	204	False	2	202	0.0098	7477	32123	0.1888
214	lowpass lagged	    -    	0.7000000000000001	300	    -    	    -    	3	203	False	3	200	0.0148	7208	32192	0.1829
215	lowpass lagged	    -    	0.8	1	    -    	    -    	7	196	False	7	189	0.0357	8126	31872	0.2032
216	lowpass lagged	    -    	0.8	2	    -    	    -    	2	182	False	2	180	0.011	8365	31631	0.2091
217	lowpass lagged	    -    	0.8	3	    -    	    -    	6	191	False	6	185	0.0314	8364	31630	0.2091
218	lowpass lagged	    -    	0.8	4	    -    	    -    	8	190	False	8	182	0.0421	8476	31516	0.2119
219	lowpass lagged	    -    	0.8	5	    -    	    -    	6	180	False	6	174	0.0333	8529	31461	0.2133
220	lowpass lagged	    -    	0.8	6	    -    	    -    	6	174	False	6	168	0.0345	8560	31428	0.2141
221	lowpass lagged	    -    	0.8	7	    -    	    -    	9	179	False	9	170	0.0503	8511	31475	0.2128
222	lowpass lagged	    -    	0.8	8	    -    	    -    	9	188	False	9	179	0.0479	8557	31427	0.214
223	lowpass lagged	    -    	0.8	9	    -    	    -    	9	176	False	9	167	0.0511	8409	31573	0.2103
224	lowpass lagged	    -    	0.8	10	    -    	    -    	7	187	False	7	180	0.0374	8594	31386	0.215
225	lowpass lagged	    -    	0.8	15	    -    	    -    	5	166	False	5	161	0.0301	8690	31280	0.2174
226	lowpass lagged	    -    	0.8	20	    -    	    -    	2	179	False	2	177	0.0112	8566	31394	0.2144
227	lowpass lagged	    -    	0.8	25	    -    	    -    	6	175	False	6	169	0.0343	8537	31413	0.2137
228	lowpass lagged	    -    	0.8	30	    -    	    -    	5	176	False	5	171	0.0284	8566	31374	0.2145
229	lowpass lagged	    -    	0.8	40	    -    	    -    	6	182	False	6	176	0.033	8452	31468	0.2117
230	lowpass lagged	    -    	0.8	50	    -    	    -    	2	190	False	2	188	0.0105	8388	31512	0.2102
231	lowpass lagged	    -    	0.8	60	    -    	    -    	2	193	False	2	191	0.0104	8238	31642	0.2066
232	lowpass lagged	    -    	0.8	70	    -    	    -    	3	184	False	3	181	0.0163	8420	31440	0.2112
233	lowpass lagged	    -    	0.8	80	    -    	    -    	8	183	False	8	175	0.0437	8307	31533	0.2085
234	lowpass lagged	    -    	0.8	90	    -    	    -    	7	186	False	7	179	0.0376	8496	31324	0.2134
235	lowpass lagged	    -    	0.8	100	    -    	    -    	5	180	False	5	175	0.0278	8377	31423	0.2105
236	lowpass lagged	    -    	0.8	200	    -    	    -    	3	208	False	3	205	0.0144	8354	31246	0.211
237	lowpass lagged	    -    	0.8	300	    -    	    -    	4	199	False	4	195	0.0201	8125	31275	0.2062
238	lowpass lagged	    -    	0.9	1	    -    	    -    	12	208	False	12	196	0.0577	8540	31458	0.2135
239	lowpass lagged	    -    	0.9	2	    -    	    -    	5	182	False	5	177	0.0275	9016	30980	0.2254
240	lowpass lagged	    -    	0.9	3	    -    	    -    	10	199	False	10	189	0.0503	8962	31032	0.2241
241	lowpass lagged	    -    	0.9	4	    -    	    -    	9	201	False	9	192	0.0448	9137	30855	0.2285
242	lowpass lagged	    -    	0.9	5	    -    	    -    	8	185	False	8	177	0.0432	9128	30862	0.2283
243	lowpass lagged	    -    	0.9	6	    -    	    -    	11	188	False	11	177	0.0585	9193	30795	0.2299
244	lowpass lagged	    -    	0.9	7	    -    	    -    	9	185	False	9	176	0.0486	9119	30867	0.2281
245	lowpass lagged	    -    	0.9	8	    -    	    -    	9	193	False	9	184	0.0466	9078	30906	0.227
246	lowpass lagged	    -    	0.9	9	    -    	    -    	11	182	False	11	171	0.0604	9114	30868	0.228
247	lowpass lagged	    -    	0.9	10	    -    	    -    	5	190	False	5	185	0.0263	9153	30827	0.2289
248	lowpass lagged	    -    	0.9	15	    -    	    -    	10	184	False	10	174	0.0543	9286	30684	0.2323
249	lowpass lagged	    -    	0.9	20	    -    	    -    	5	185	False	5	180	0.027	9186	30774	0.2299
250	lowpass lagged	    -    	0.9	25	    -    	    -    	8	189	False	8	181	0.0423	9043	30907	0.2264
251	lowpass lagged	    -    	0.9	30	    -    	    -    	13	181	False	13	168	0.0718	9115	30825	0.2282
252	lowpass lagged	    -    	0.9	40	    -    	    -    	4	195	False	4	191	0.0205	9083	30837	0.2275
253	lowpass lagged	    -    	0.9	50	    -    	    -    	3	191	False	3	188	0.0157	8991	30909	0.2253
254	lowpass lagged	    -    	0.9	60	    -    	    -    	4	194	False	4	190	0.0206	9001	30879	0.2257
255	lowpass lagged	    -    	0.9	70	    -    	    -    	6	199	False	6	193	0.0302	8989	30871	0.2255
256	lowpass lagged	    -    	0.9	80	    -    	    -    	11	203	False	11	192	0.0542	8973	30867	0.2252
257	lowpass lagged	    -    	0.9	90	    -    	    -    	6	187	False	6	181	0.0321	9093	30727	0.2284
258	lowpass lagged	    -    	0.9	100	    -    	    -    	5	191	False	5	186	0.0262	8963	30837	0.2252
259	lowpass lagged	    -    	0.9	200	    -    	    -    	3	196	False	3	193	0.0153	8920	30680	0.2253
260	lowpass lagged	    -    	0.9	300	    -    	    -    	2	198	False	2	196	0.0101	8708	30692	0.221
261	ewma	    -    	0.1	    -    	    -    	    -    	0	300	True	0	300	0.0	0	40000	0.0
262	ewma	    -    	0.2	    -    	    -    	    -    	0	300	True	0	300	0.0	0	40000	0.0
263	ewma	    -    	0.30000000000000004	    -    	    -    	    -    	0	300	True	0	300	0.0	0	40000	0.0
264	ewma	    -    	0.4	    -    	    -    	    -    	0	300	True	0	300	0.0	0	40000	0.0
265	ewma	    -    	0.5	    -    	    -    	    -    	0	300	True	0	300	0.0	0	40000	0.0
266	ewma	    -    	0.6000000000000001	    -    	    -    	    -    	0	300	True	0	300	0.0	0	40000	0.0
267	ewma	    -    	0.7000000000000001	    -    	    -    	    -    	0	300	True	0	300	0.0	0	40000	0.0
268	ewma	    -    	0.8	    -    	    -    	    -    	0	300	True	0	300	0.0	0	40000	0.0
269	ewma	    -    	0.9	    -    	    -    	    -    	0	300	True	0	300	0.0	0	40000	0.0
270	ewma	    -    	1.0	    -    	    -    	    -    	0	300	True	0	300	0.0	0	40000	0.0
271	bandpassHPLP	    -    	    -    	    -    	0.0	0.1	5	226	False	5	221	0.0221	6269	33731	0.1567
272	bandpassHPLP	    -    	    -    	    -    	0.0	0.2	2	208	False	2	206	0.0096	7306	32694	0.1827
273	bandpassHPLP	    -    	    -    	    -    	0.0	0.30000000000000004	4	205	False	4	201	0.0195	8314	31686	0.2079
274	bandpassHPLP	    -    	    -    	    -    	0.0	0.4	4	196	False	4	192	0.0204	8039	31961	0.201
275	bandpassHPLP	    -    	    -    	    -    	0.0	0.5	2	201	False	2	199	0.01	7642	32358	0.191
276	bandpassHPLP	    -    	    -    	    -    	0.0	0.6000000000000001	2	211	False	2	209	0.0095	7067	32933	0.1767
277	bandpassHPLP	    -    	    -    	    -    	0.0	0.7000000000000001	1	206	False	1	205	0.0049	6378	33622	0.1595
278	bandpassHPLP	    -    	    -    	    -    	0.0	0.8	6	218	False	6	212	0.0275	5648	34352	0.1412
279	bandpassHPLP	    -    	    -    	    -    	0.0	0.9	1	227	False	1	226	0.0044	4817	35183	0.1204
280	bandpassHPLP	    -    	    -    	    -    	0.0	1.0	0	281	True	0	281	0.0	534	39466	0.0134
281	bandpassHPLP	    -    	    -    	    -    	0.1	0.1	6	232	False	6	226	0.0259	6039	33961	0.151
282	bandpassHPLP	    -    	    -    	    -    	0.1	0.2	5	213	False	5	208	0.0235	7009	32991	0.1752
283	bandpassHPLP	    -    	    -    	    -    	0.1	0.30000000000000004	9	201	False	9	192	0.0448	8389	31611	0.2097
284	bandpassHPLP	    -    	    -    	    -    	0.1	0.4	6	192	False	6	186	0.0312	7983	32017	0.1996
285	bandpassHPLP	    -    	    -    	    -    	0.1	0.5	6	187	False	6	181	0.0321	7740	32260	0.1935
286	bandpassHPLP	    -    	    -    	    -    	0.1	0.6000000000000001	3	188	False	3	185	0.016	7312	32688	0.1828
287	bandpassHPLP	    -    	    -    	    -    	0.1	0.7000000000000001	1	188	False	1	187	0.0053	6772	33228	0.1693
288	bandpassHPLP	    -    	    -    	    -    	0.1	0.8	1	196	False	1	195	0.0051	6245	33755	0.1561
289	bandpassHPLP	    -    	    -    	    -    	0.1	0.9	2	206	False	2	204	0.0097	5632	34368	0.1408
290	bandpassHPLP	    -    	    -    	    -    	0.1	1.0	1	227	False	1	226	0.0044	4817	35183	0.1204
291	bandpassHPLP	    -    	    -    	    -    	0.2	0.1	5	229	False	5	224	0.0218	6135	33865	0.1534
292	bandpassHPLP	    -    	    -    	    -    	0.2	0.2	3	219	False	3	216	0.0137	6695	33305	0.1674
293	bandpassHPLP	    -    	    -    	    -    	0.2	0.30000000000000004	14	204	False	14	190	0.0686	8544	31456	0.2136
294	bandpassHPLP	    -    	    -    	    -    	0.2	0.4	8	195	False	8	187	0.041	8320	31680	0.208
295	bandpassHPLP	    -    	    -    	    -    	0.2	0.5	7	189	False	7	182	0.037	7995	32005	0.1999
296	bandpassHPLP	    -    	    -    	    -    	0.2	0.6000000000000001	4	187	False	4	183	0.0214	7670	32330	0.1918
297	bandpassHPLP	    -    	    -    	    -    	0.2	0.7000000000000001	4	199	False	4	195	0.0201	7243	32757	0.1811
298	bandpassHPLP	    -    	    -    	    -    	0.2	0.8	2	188	False	2	186	0.0106	6750	33250	0.1688
299	bandpassHPLP	    -    	    -    	    -    	0.2	0.9	1	196	False	1	195	0.0051	6245	33755	0.1561
300	bandpassHPLP	    -    	    -    	    -    	0.2	1.0	6	218	False	6	212	0.0275	5648	34352	0.1412
301	bandpassHPLP	    -    	    -    	    -    	0.30000000000000004	0.1	3	220	False	3	217	0.0136	6278	33722	0.157
302	bandpassHPLP	    -    	    -    	    -    	0.30000000000000004	0.2	3	221	False	3	218	0.0136	6732	33268	0.1683
303	bandpassHPLP	    -    	    -    	    -    	0.30000000000000004	0.30000000000000004	11	203	False	11	192	0.0542	8353	31647	0.2088
304	bandpassHPLP	    -    	    -    	    -    	0.30000000000000004	0.4	10	194	False	10	184	0.0515	8506	31494	0.2127
305	bandpassHPLP	    -    	    -    	    -    	0.30000000000000004	0.5	8	201	False	8	193	0.0398	8330	31670	0.2082
306	bandpassHPLP	    -    	    -    	    -    	0.30000000000000004	0.6000000000000001	7	190	False	7	183	0.0368	8049	31951	0.2012
307	bandpassHPLP	    -    	    -    	    -    	0.30000000000000004	0.7000000000000001	5	189	False	5	184	0.0265	7658	32342	0.1915
308	bandpassHPLP	    -    	    -    	    -    	0.30000000000000004	0.8	4	199	False	4	195	0.0201	7243	32757	0.1811
309	bandpassHPLP	    -    	    -    	    -    	0.30000000000000004	0.9	1	188	False	1	187	0.0053	6772	33228	0.1693
310	bandpassHPLP	    -    	    -    	    -    	0.30000000000000004	1.0	1	206	False	1	205	0.0049	6378	33622	0.1595
311	bandpassHPLP	    -    	    -    	    -    	0.4	0.1	3	223	False	3	220	0.0135	6547	33453	0.1637
312	bandpassHPLP	    -    	    -    	    -    	0.4	0.2	3	224	False	3	221	0.0134	6512	33488	0.1628
313	bandpassHPLP	    -    	    -    	    -    	0.4	0.30000000000000004	3	203	False	3	200	0.0148	7903	32097	0.1976
314	bandpassHPLP	    -    	    -    	    -    	0.4	0.4	13	208	False	13	195	0.0625	8679	31321	0.217
315	bandpassHPLP	    -    	    -    	    -    	0.4	0.5	8	199	False	8	191	0.0402	8397	31603	0.2099
316	bandpassHPLP	    -    	    -    	    -    	0.4	0.6000000000000001	7	202	False	7	195	0.0347	8313	31687	0.2078
